"Категория";"URL категории";"Товар";"Вариант";"Описание";"Цена";"URL";"Изображение";"Артикул";"Количество";"Активность";"Заголовок [SEO]";"Ключевые слова [SEO]";"Описание [SEO]";"Старая цена";"Рекомендуемый";"Новый";"Сортировка";"Вес";"Связанные артикулы";"Смежные категории";"Ссылка на товар";"Валюта";"Свойства";
"Компьютерная техника/Компьютеры и ноутбуки/Ноутбуки";"";"Ноутбук Dell Inspiron N411Z";;"<p>Компания Dell сделала из Inspiron N411Z поистине уникальный продукт. Он отличается малым весом и толщиной, а также впечатляющей автономностью, и при этом стоит совсем недорого. Он принадлежит к потребительской серии Inspiron, включающей в себя аппараты начального и среднего уровня с красочным дизайном.</p>";"19000";"noutbuk-dell-inspiron-n411z";"noutbuk-Dell-Inspiron-N411Z.png[:param:][alt=ноутбук dell][title=ноутбук dell]|noutbuk-Dell-Inspiron-N411Z-oneside.png[:param:][alt=Ноутбук Dell][title=Ноутбук Dell]|noutbuk-dell-verh.png[:param:][alt=ноутбук Dell черного цвета][title=ноутбук Dell черного цвета]";"1000A";"9";"1";"Ноутбук Dell Inspiron N411Z";"Ноутбук, легкий ноутбук, Ноутбук Dell Inspiron N411Z";"Компания Dell сделала из Inspiron N411Z поистине уникальный продукт. Он отличается малым весом и толщиной, а также впечатляющей автономностью, и при этом стоит совсем недорого. Он принадлежит к потребительской серии Inspiron, включающей в себя аппараты начального и среднего уровня с красочным дизайном.";;"1";"0";"16";2,27;"2009M,1086S,5609R,0390FW";;;RUR;Бренд=Dell&Размер экрана (дюйм)=14"&Операционная система=Windows 7&Память (Гб)=532&Разрешение (px)=1366x768&Процессор=Core i3 1400 МГц&Оперативная память (Гб)=4&Видео=Intel HD Graphics 3000&Объем видеопамяти (Гб)=1
"Компьютерная техника/Компьютеры и ноутбуки/Ноутбуки";"";"Ноутбук ASUS X555LD";;"<p>Ноутбук Asus X555LD – это высокопроизводительное универсальное устройство с эргономичным дизайном. Оно принесет немало пользы на рабочем месте, по желанию владельца может превратиться в мультимедийный центр, а благодаря дискретной видеокарте способно исполнить роль игрового ноутбука начального уровня.</p>";"27900";"noutbuk-asus-x555ld";"noutbuk-ASUS-X555LD.png[:param:][alt=ноутбук asus][title=ноутбук asus]|asus-X555LD-verh.png[:param:][alt=ноутбук asus][title=ноутбук asus]";"1001A";"5";"1";"Ноутбук ASUS X555LD";"Ноутбук, ASUS X555LD, ноутбук для работы, недорогой ноутбук";"Ноутбук Asus X555LD– это высокопроизводительное универсальное устройство с эргономичным дизайном. Оно принесет немало пользы на рабочем месте, по желанию владельца может превратиться в мультимедийный центр, а благодаря дискретной видеокарте способно исполнить роль игрового ноутбука начального уровня.";;"0";"0";"17";2;"2980M,1005A,1078M,10954M";;;RUR;Бренд=ASUS&Размер экрана (дюйм)=15.6"&Операционная система=Windows 8&Память (Гб)=750&Разрешение (px)=1366x768&Процессор=Core i5 1700 МГц&Оперативная память (Гб)=8&Видео=NVIDIA GeForce 820M&Объем видеопамяти (Гб)=2
"Компьютерная техника/Компьютеры и ноутбуки/Ноутбуки";"";"Ноутбук Lenovo G700";;"<p>Ноутбук Lenovo G700 представляет собой стильную 17-дюймовую модель. Устройство имеет высокую производительность, снабжено емким жестким диском и веб-камерой. Девайс позволит с легкостью подключаться к Интернету вне дома и офиса, а также осуществлять обмен данными. Портативный компьютер подойдет для решения повседневных задач, вечернего отдыха за просмотром фильма, общения с друзьями в социальных сетях или в видеочатах.</p>";"33500";"noutbuk-lenovo-g700";"noutbuk-Dell-Inspiron-5547.png[:param:][alt=ноутбук lenovo][title=ноутбук lenovo]";"1003A";"-1";"1";"Ноутбук Lenovo G700";"Ноутбук Lenovo G700, мощный ноутбук, купить ноутбук lenovo";"Ноутбук Lenovo G700 представляет собой стильную 17-дюймовую модель. Устройство имеет высокую производительность, снабжено емким жестким диском и веб-камерой. Девайс позволит с легкостью подключаться к Интернету вне дома и офиса, а также осуществлять обмен данными. Портативный компьютер подойдет для решения повседневных задач, вечернего отдыха за просмотром фильма, общения с друзьями в социальных сетях или в видеочатах.";;"0";"1";"18";2,9;"1001A,6790F,1006A,2009M";;;RUR;Бренд=Lenovo&Размер экрана (дюйм)=17.3"&Операционная система=Windows 8&Память (Гб)=1000 Гб&Разрешение (px)=&Процессор=Core i7 2200 МГц&Оперативная память (Гб)=4&Видео=&Объем видеопамяти (Гб)=
"Компьютерная техника/Компьютеры и ноутбуки/Планшеты";"";"Samsung SM-T531 Galaxy Tab 4";без чехла;"<p>Стильный и практичный дизайн: в планшете Samsung GALAXY Tab 4 10.1"" есть все, что вам необходимо.<br />Большой 10.1-дюймовый экран формата 16:10 с разрешением WXGA (1280x800) обеспечивает яркое и четкое изображение. Поддержка настоящей многозадачности — до 2 окон на одном экране — дает возможность одновременно просматривать видео, проверять почту, совершать покупки в онлайн-магазинах и чатиться с друзьями, не тратя лишнее время на переключение между приложениями. Четырехъядерный 1.2-ГГц процессор обеспечивает плавную работу всех приложений.</p><p>По специальной цене чехол-книжка G-Case Slim Premium для Samsung Galaxy Tab 4 10.1"" – стильный кожаный чехол на все случаи жизни. Прочный эргономичный корпус и гибкая обложка-трансформер не ограничивают свободу действий. Чехол-книжка G-Case Slim Premium для Samsung Galaxy Tab 4 10.1"" станет устойчивой подставкой и надежной защитой модели.</p>";"14990";"samsung-sm-t531-galaxy-tab-4";"Samsung-SM-T531-Galaxy-Tab-4.png[:param:][alt=планшет][title=планшет]|samsung-t531-galaxy-tab-back.jpg[:param:][alt=планшет черный][title=планшет черный]";"10034B";"-1";"1";" Samsung SM-T531 Galaxy Tab 4";" Samsung SM-T531 Galaxy Tab 4, планшет, планшетный компьютер, дешево планшет";"Планшет Samsung SM-T531 Galaxy Tab 4. Большой экран формата обеспечивает яркое и четкое изображение. Возможность просматривать видео, проверять почту, совершать покупки в онлайн-магазинах и чатиться с друзьями. П";"19000";"0";"0";"1";0;"0390FW,1089К,1004С";;;RUR;Бренд=Samsung&Размер экрана (дюйм)=10.1"&Время работы (ч)=10&Операционная система=Android&Цвет=Черный&Интернет=3G, Wi-Fi&Фотокамера (Мп)=1.3&Память (Гб)=16&Разрешение (px)=1280x800&Процессор=1200 МГц&Оперативная память (Гб)=1.5
"Компьютерная техника/Компьютеры и ноутбуки/Планшеты";"";"Samsung SM-T531 Galaxy Tab 4";с чехлом;"<p>Стильный и практичный дизайн: в планшете Samsung GALAXY Tab 4 10.1"" есть все, что вам необходимо.<br />Большой 10.1-дюймовый экран формата 16:10 с разрешением WXGA (1280x800) обеспечивает яркое и четкое изображение. Поддержка настоящей многозадачности — до 2 окон на одном экране — дает возможность одновременно просматривать видео, проверять почту, совершать покупки в онлайн-магазинах и чатиться с друзьями, не тратя лишнее время на переключение между приложениями. Четырехъядерный 1.2-ГГц процессор обеспечивает плавную работу всех приложений.</p><p>По специальной цене чехол-книжка G-Case Slim Premium для Samsung Galaxy Tab 4 10.1"" – стильный кожаный чехол на все случаи жизни. Прочный эргономичный корпус и гибкая обложка-трансформер не ограничивают свободу действий. Чехол-книжка G-Case Slim Premium для Samsung Galaxy Tab 4 10.1"" станет устойчивой подставкой и надежной защитой модели.</p>";"14990";"samsung-sm-t531-galaxy-tab-4";"Samsung-SM-T531-Galaxy-Tab-4.png[:param:][alt=планшет][title=планшет]|samsung-t531-galaxy-tab-back.jpg[alt=планшет черный][title=планшет черный]";"10034Bb";"-1";"1";" Samsung SM-T531 Galaxy Tab 4";" Samsung SM-T531 Galaxy Tab 4, планшет, планшетный компьютер, дешево планшет";"Планшет Samsung SM-T531 Galaxy Tab 4. Большой экран формата обеспечивает яркое и четкое изображение. Возможность просматривать видео, проверять почту, совершать покупки в онлайн-магазинах и чатиться с друзьями. П";"";"0";"0";"2";0;"0390FW,1089К,1004С";;;RUR;Бренд=Samsung&Размер экрана (дюйм)=10.1"&Время работы (ч)=10&Операционная система=Android&Цвет=Черный&Интернет=3G, Wi-Fi&Фотокамера (Мп)=1.3&Память (Гб)=16&Разрешение (px)=1280x800&Процессор=1200 МГц&Оперативная память (Гб)=1.5
"Компьютерная техника/Компьютеры и ноутбуки/Планшеты";"";"Планшет Samsung Galaxy Tab 3 T3110";Белый;"<p>Планшетный компьютер Samsung Galaxy Tab 3 T3110 16 Gb, работающий под управлением операционной системы Google Android 4.2, идеален для просмотра мультимедиа. Он сочетает в себе невероятную производительность и яркий восьмидюймовый сенсорный экран. </p><p></p>";"13000";"planshet-samsung-galaxy-tab-3-t3110";planshet-Samsung-Galaxy-Tab-3-T31101414880258.png|samsung-black-brown-back1413889894.png|samsung-black-brown14138896591414885757.png;"10024Bw";"-1";"1";"Планшет Samsung Galaxy Tab 3 T3110";"Планшет, планшет Samsung Galaxy Tab 3 T3110, планшет дешево";"Планшетный компьютер Samsung Galaxy Tab 3 T3110 16 Gb, работающий под управлением операционной системы Google Android 4.2, идеален для просмотра мультимедиа. Он сочетает в себе невероятную производительность и яркий восьмидюймовый сенсорный экран. Разные цвета.";"";"0";"0";"1";0,314;"390K,1078M,6790F,1004C";;;RUR;Бренд=Samsung&Размер экрана (дюйм)=8"&Время работы (ч)=11&Операционная система=Android&Цвет=Белый&Интернет=3G&Фотокамера (Мп)=5.0&Память (Гб)=16&Разрешение (px)=1280x800&Процессор=1500 МГц&Оперативная память (Гб)=2
"Компьютерная техника/Компьютеры и ноутбуки/Планшеты";"";"Планшет Samsung Galaxy Tab 3 T3110";Черный;"<p>Планшетный компьютер Samsung Galaxy Tab 3 T3110 16 Gb, работающий под управлением операционной системы Google Android 4.2, идеален для просмотра мультимедиа. Он сочетает в себе невероятную производительность и яркий восьмидюймовый сенсорный экран. </p><p></p>";"13000";"planshet-samsung-galaxy-tab-3-t3110";planshet-Samsung-Galaxy-Tab-3-T31101414880258.png|samsung-black-brown-back1413889894.png|samsung-black-brown14138896591414885757.png;"10024Bbl";"-1";"1";"Планшет Samsung Galaxy Tab 3 T3110";"Планшет, планшет Samsung Galaxy Tab 3 T3110, планшет дешево";"Планшетный компьютер Samsung Galaxy Tab 3 T3110 16 Gb, работающий под управлением операционной системы Google Android 4.2, идеален для просмотра мультимедиа. Он сочетает в себе невероятную производительность и яркий восьмидюймовый сенсорный экран. Разные цвета.";"";"0";"0";"2";0,314;"390K,1078M,6790F,1004C";;;RUR;Бренд=Samsung&Размер экрана (дюйм)=8"&Время работы (ч)=11&Операционная система=Android&Цвет=Белый&Интернет=3G&Фотокамера (Мп)=5.0&Память (Гб)=16&Разрешение (px)=1280x800&Процессор=1500 МГц&Оперативная память (Гб)=2
"Компьютерная техника/Компьютеры и ноутбуки/Планшеты";"";"Планшет Samsung Galaxy Tab 3 T3110";Коричневый;"<p>Планшетный компьютер Samsung Galaxy Tab 3 T3110 16 Gb, работающий под управлением операционной системы Google Android 4.2, идеален для просмотра мультимедиа. Он сочетает в себе невероятную производительность и яркий восьмидюймовый сенсорный экран. </p><p></p>";"13000";"planshet-samsung-galaxy-tab-3-t3110";planshet-Samsung-Galaxy-Tab-3-T31101414880258.png|samsung-black-brown-back1413889894.png|samsung-black-brown14138896591414885757.png;"10024Bbr";"-1";"1";"Планшет Samsung Galaxy Tab 3 T3110";"Планшет, планшет Samsung Galaxy Tab 3 T3110, планшет дешево";"Планшетный компьютер Samsung Galaxy Tab 3 T3110 16 Gb, работающий под управлением операционной системы Google Android 4.2, идеален для просмотра мультимедиа. Он сочетает в себе невероятную производительность и яркий восьмидюймовый сенсорный экран. Разные цвета.";"";"0";"0";"3";0,314;"390K,1078M,6790F,1004C";;;RUR;Бренд=Samsung&Размер экрана (дюйм)=8"&Время работы (ч)=11&Операционная система=Android&Цвет=Белый&Интернет=3G&Фотокамера (Мп)=5.0&Память (Гб)=16&Разрешение (px)=1280x800&Процессор=1500 МГц&Оперативная память (Гб)=2
"Компьютерная техника/Компьютеры и ноутбуки/Ноутбуки";"";"Ноутбук Samsung ATIV Book 8 880Z5E";;"<p>При первом знакомстве с ноутбуком Samsung 880Z5E складывается впечатление о нем, как об ультрабуке. Этот девайс получил сенсорный дисплей, тонкий (21 мм) корпус, несъемный аккумулятор и отсутствие привода. Остальные компоненты аппарата дают понять, что перед нами - производительный домашний ноутбук. Мощный процессор и большой объем памяти подойдет как для работы, учебы, так и для мощных игр.</p>";"44500";"samsung-ativ-book-8-880z5e";noutbuk-Samsung-ATIV-Book-8-880Z5E.png;"10105A";"1";"1";"Ноутбук Samsung ATIV Book 8 880Z5E";"Ноутбук, Samsung ATIV Book, ноутбук для работы";"При первом знакомстве с ноутбуком Samsung 880Z5E складывается впечатление о нем, как об ультрабуке. Этот девайс получил сенсорный дисплей, тонкий (21 мм) корпус, несъемный аккумулятор и отсутствие привода. Остальные компоненты аппарата дают понять, что перед нами - производительный домашний ноутбук. Мощный процессор и большой объем памяти подойдет как для работы, учебы, так и для мощных игр.";;"0";"0";"21";2,54;"2060B,2340v,1086S";;;RUR;Бренд=Samsung&Размер экрана (дюйм)=15.6"&Операционная система=Windows 8&Память (Гб)=1000&Разрешение (px)=&Процессор=Core i7 2400 МГц&Оперативная память (Гб)=8&Видео=AMD Radeon HD 8870M&Объем видеопамяти (Гб)=
"Компьютерная техника/Устройства ввода/Клавиатуры";"";"Клавиатура DEFENDER Warhead GK-1300L";;"<p>Общие: Соединение — Проводное,<br />Тип — Игровая,<br />Интерфейс — USB<br />Рабочая область: Подсветка клавиш — Есть,<br />Количество дополнительных клавиш — 8<br />Цвет: Черный</p>";"1390";"klaviatura-defender-warhead-gk-1300l";klaviatura-DEFENDER-Warhead-GK-1300L.png;"340К";"-1";"1";"Клавиатура DEFENDER Warhead GK-1300L";"Клавиатура DEFENDER Warhead, клавиатура";"Игровая удобная Клавиатура DEFENDER Warhead GK-1300L черного цвета.";;"1";"0";"24";0;"1001A,10954M,20008V";;;RUR;Бренд=DEFENDER&Страна производитель=Тайвань&Соединение=проводное
